n1;R1;n2;R2;beta;gamma1;gamma2;eta;N;So;Uo;Qo;Co;R1o;R2o;nCo;NSE;RMSE;MARE;NSE_deaths;RMSE_deaths;MARE_deaths;Estado
0.010041471453624676;10.293139287840114;0.019752891847946707;-3.6275345989430856;0.0795756096690434;0.003234807716791882;0.101264990720775;0.024617378218668273;899999.9900372718;728600.5996106801;17.08777020495827;2.821214048298119;3.0;-3.923157840794964;13.887620754223816;9.003842865893773;0.9885561207722824;191.8072700374144;0.09336334373211633;0.9834200249601744;5.397432782759146;0.12625842721390204;AC
0.010019033378585474;10.269887864197356;0.01980042556222663;-3.8517196208158078;0.057542576401436424;0.005290624653912668;0.12328577897731244;0.048808916970541585;3399999.9996578256;2641290.3478781125;5.445770109151286;0.9992751321257676;1.0;-4.169053617208568;13.585776482212921;2.999446543505628;0.9943253689711155;202.34606556506583;0.0636321887951835;0.9975557296219985;6.374082854007545;0.044315932095629985;AL
0.00995805097499642;9.897584588900651;0.020145151090683912;-4.3341138786526345;0.23179759600901434;0.007282369035560704;0.16070554649540655;0.06090999313962721;4140000.000398311;3295329.470388067;6.08739772397198;1.044662155264517;1.0;-4.327537355021619;13.524641772135416;3.0007769402575373;0.9842615438839951;1528.7746356330772;0.10624335091814373;0.9909807670054798;66.12807827379488;0.08405941557326171;AM
0.009975747720096639;9.905410101121936;0.020138284004281432;-4.190972993305046;0.17044254338066434;0.00840550703576165;0.1355745516607365;0.025779660123982966;850000.0001381192;679780.0771884137;6.123247261272976;1.0202067935725099;1.0;-4.304040153898411;13.39585060267386;2.999745286852531;0.9861634381853108;320.9986640578439;0.10098918415098344;0.9944464083294212;5.0975305104976565;0.06882568114153745;AP
0.009999588666599595;9.986695634854836;0.020038080999054988;-4.081290388876772;0.14921235072490252;0.007757251928686204;0.11716040175633444;0.034816907558889554;14869999.99997959;11912126.495844325;5.9742484793363495;0.9994446784953983;1.0;-4.18005412978815;13.614170673883509;3.0000591892278914;0.9963020629798913;320.84634478272403;0.06310254333404688;0.9966936960394065;10.629761718236123;0.05760684442202004;BA
0.009997358968085436;9.967251058720738;0.020031161904885984;-4.169235256744135;0.16195549725437092;0.024983534976641963;0.11879283976094482;0.06219240132459535;210200000.0;168160000.0;5.035611204284475;0.9755654822375786;1.0;-4.4507262045637415;14.271660464394483;2.791979820262294;0.9972083327218461;7419.9907550518365;0.05140225506607761;0.9979437643232215;392.4088103741496;0.04273484003063728;Brazil
0.010000161108498537;9.998514719204717;0.020016596488192245;-4.051414822950479;0.14953786647714606;0.0026968882093452162;0.14475668017083487;0.057510562264734895;9129999.999997338;7367948.995028452;30.190101240340415;5.000457559017995;5.0;-4.156882125163278;13.650986702404245;14.999755228629049;0.9761118823222014;2183.33846541539;0.1324376845368538;0.9840745426684273;120.4053020404429;0.12379141343903853;CE
0.01004254405982482;10.046049409673474;0.019668021914435712;-3.670353450197865;0.1454620962105756;0.014810942548485584;0.08306927497653221;0.01675975256846935;3099999.6839965787;2480049.0205609477;5.841818664379526;0.7371097591146243;1.0;-4.093056712169437;13.518282619876942;2.999374268314577;0.9914702128302816;244.680131226904;0.09252285582156829;0.9626070796089554;8.372240445609346;0.18155992170001292;DF
0.010020795443039581;10.028404579173111;0.01999250434697315;-4.039344814613591;0.13105472012044783;0.007608707254966762;0.11901751319934858;0.042883585674779234;4019999.9999617706;3216525.364686274;5.907998901376415;0.9997224797034046;1.0;-4.231166528825554;13.470220213577603;2.999995951482744;0.9976445292242875;193.89090790351133;0.04804707949109576;0.9986373168585067;6.466295030436355;0.034618566674893214;ES
0.009983728745790763;9.751637289089759;0.020214654255431844;-4.258919946746727;0.3054827467053955;0.0021165970256205036;0.11904630840616784;0.038007406194521476;7019999.999617654;5613843.606742031;18.892908004213222;3.102461139985901;3.0;-4.273514305642893;13.421122569798282;9.00203211830798;0.9775231644756787;151.29962121619124;0.13791615089601214;0.9791746012541444;5.379387259797652;0.11291945952834041;GO
0.009931709197075396;9.856472330215189;0.020212948579121568;-4.374364416273124;0.22154378855258167;0.034024316486622075;0.11876779297346765;0.03498444890208251;7079999.998752779;5573726.37620424;6.1680313049738;1.0101337131158161;1.0;-4.428521646926702;13.273601055580185;3.000142650876599;0.9798340912365515;1347.8490376191487;0.1230777889654688;0.9780039358012701;45.47029049018144;0.12700024386845862;MA
0.00999999999999991;9.99999999999232;0.020000000000034004;-4.00000000008267;0.1499999999966502;0.04999999996657138;0.14999999998108998;0.04999999999795761;21170000.0;16935999.922682628;5.9999999999709726;0.9999999999999988;1.0;-4.000000000250408;13.99999999944308;2.999999999999998;-388495.39071199606;1702319.4909476351;523.2168167669498;-1048379.9083258435;85173.49525032248;806.5078605792348;MG
0.009983493456849511;9.738951327064987;0.02040576597743867;-4.760855409037669;0.3368049423319635;0.0026139776203904785;0.14052810797760434;0.019652346190899436;2799999.99995007;2341475.62529315;12.534416875891683;2.1853679481739112;2.0;-4.725387819596158;12.88058005537676;5.999839367464932;0.8769919150913938;137.65198751093968;0.28292782467580124;0.9247489318614106;1.7807847421831309;0.1767804324639457;MS
0.010087516332097507;10.206714460145697;0.01995027503350848;-3.996329077729981;0.22604026695145008;0.01461988591268526;0.08172247351358633;0.02774768309141678;3489999.999468687;2782510.4118833113;6.279783130098392;2.0;1.0;-4.260097536044155;13.370804107849837;3.000168910320907;0.9823399977561544;85.56874820728432;0.13477638754230464;0.9782579914619665;2.5082404453386973;0.12719531954545887;MT
