regiao;estado;DateRep;cum-Cases;cum-Deaths;Cases;Deaths
Centro-Oeste;DF;2020-03-07;1;0;1;0
Centro-Oeste;DF;2020-03-08;1;0;0;0
Centro-Oeste;DF;2020-03-09;1;0;0;0
Centro-Oeste;DF;2020-03-10;1;0;0;0
Centro-Oeste;DF;2020-03-11;2;0;1;0
Centro-Oeste;DF;2020-03-12;2;0;0;0
Centro-Oeste;DF;2020-03-13;2;0;0;0
Centro-Oeste;DF;2020-03-14;6;0;4;0
Centro-Oeste;DF;2020-03-15;8;0;2;0
Centro-Oeste;DF;2020-03-16;13;0;5;0
Centro-Oeste;DF;2020-03-17;22;0;9;0
Centro-Oeste;DF;2020-03-18;26;0;4;0
Centro-Oeste;DF;2020-03-19;42;0;16;0
Centro-Oeste;DF;2020-03-20;87;0;45;0
Centro-Oeste;DF;2020-03-21;100;0;13;0
Centro-Oeste;DF;2020-03-22;117;0;17;0
Centro-Oeste;DF;2020-03-23;133;0;16;0
Centro-Oeste;DF;2020-03-24;160;0;27;0
Centro-Oeste;DF;2020-03-25;160;0;0;0
Centro-Oeste;DF;2020-03-26;200;0;40;0
Centro-Oeste;DF;2020-03-27;230;0;30;0
Centro-Oeste;DF;2020-03-28;260;0;30;0
Centro-Oeste;DF;2020-03-29;289;1;29;1
Centro-Oeste;DF;2020-03-30;312;1;23;0
Centro-Oeste;DF;2020-03-31;332;3;20;2
Centro-Oeste;DF;2020-04-01;355;3;23;0
Centro-Oeste;DF;2020-04-02;370;4;15;1
Centro-Oeste;DF;2020-04-03;402;5;32;1
Centro-Oeste;DF;2020-04-04;454;7;52;2
Centro-Oeste;DF;2020-04-05;468;7;14;0
Centro-Oeste;DF;2020-04-06;473;10;5;3
Centro-Oeste;DF;2020-04-07;492;12;19;2
Centro-Oeste;DF;2020-04-08;509;12;17;0
Centro-Oeste;DF;2020-04-09;527;13;18;1
Centro-Oeste;DF;2020-04-10;555;14;28;1
Centro-Oeste;DF;2020-04-11;579;14;24;0
Centro-Oeste;DF;2020-04-12;614;14;35;0
Centro-Oeste;DF;2020-04-13;638;15;24;1
Centro-Oeste;DF;2020-04-14;651;17;13;2
Centro-Oeste;DF;2020-04-15;682;17;31;0
Centro-Oeste;DF;2020-04-16;716;20;34;3
Centro-Oeste;DF;2020-04-17;746;20;30;0
Centro-Oeste;DF;2020-04-18;762;24;16;4
Centro-Oeste;DF;2020-04-19;827;24;65;0
Centro-Oeste;DF;2020-04-20;872;24;45;0
Centro-Oeste;DF;2020-04-21;881;24;9;0
Centro-Oeste;DF;2020-04-22;946;25;65;1
Centro-Oeste;DF;2020-04-23;963;25;17;0
Centro-Oeste;DF;2020-04-24;989;26;26;1
Centro-Oeste;DF;2020-04-25;1013;26;24;0
Centro-Oeste;DF;2020-04-26;1066;27;53;1
Centro-Oeste;DF;2020-04-27;1146;27;80;0
Centro-Oeste;DF;2020-04-28;1213;28;67;1
Centro-Oeste;DF;2020-04-29;1275;28;62;0
Centro-Oeste;DF;2020-04-30;1356;30;81;2
Centro-Oeste;DF;2020-05-01;1466;30;110;0
Centro-Oeste;DF;2020-05-02;1566;31;100;1
Centro-Oeste;DF;2020-05-03;1649;33;83;2
Centro-Oeste;DF;2020-05-04;1768;33;119;0
Centro-Oeste;DF;2020-05-05;1818;33;50;0
Centro-Oeste;DF;2020-05-06;1906;34;88;1
Centro-Oeste;DF;2020-05-07;2258;35;352;1
Centro-Oeste;DF;2020-05-08;2442;37;184;2
Centro-Oeste;DF;2020-05-09;2576;39;134;2
Centro-Oeste;DF;2020-05-10;2682;42;106;3
Centro-Oeste;DF;2020-05-11;2783;44;101;2
Centro-Oeste;DF;2020-05-12;2979;46;196;2
Centro-Oeste;DF;2020-05-13;3192;48;213;2
Centro-Oeste;DF;2020-05-14;3416;51;224;3
Centro-Oeste;DF;2020-05-15;3787;55;371;4
Centro-Oeste;DF;2020-05-16;4140;56;353;1
Centro-Oeste;DF;2020-05-17;4368;59;228;3
Centro-Oeste;DF;2020-05-18;4619;66;251;7
Centro-Oeste;DF;2020-05-19;4853;72;234;6
Centro-Oeste;DF;2020-05-20;5161;77;308;5
Centro-Oeste;DF;2020-05-21;5542;84;381;7
Centro-Oeste;DF;2020-05-22;5948;90;406;6
Centro-Oeste;DF;2020-05-23;6251;95;303;5
Centro-Oeste;DF;2020-05-24;6638;104;387;9
Centro-Oeste;DF;2020-05-25;6930;114;292;10
Centro-Oeste;DF;2020-05-26;7210;124;280;10
Centro-Oeste;DF;2020-05-27;7761;133;551;9
Centro-Oeste;DF;2020-05-28;8300;142;539;9
Centro-Oeste;DF;2020-05-29;8722;154;422;12
Centro-Oeste;DF;2020-05-30;9474;162;752;8
Centro-Oeste;DF;2020-05-31;9780;170;306;8
Centro-Oeste;DF;2020-06-01;10510;171;730;1
