;n1;R1;n2;R2;beta;gamma1;gamma2;eta;N;So;Uo;Qo;Co;R1o;R2o;nCo;NSE;RMSE;MARE;NSE_deaths;RMSE_deaths;MARE_deaths;Estado
0;0.014666666666666668;3.9213235837932934;0.012222222222222223;0.6771462037418465;0.19007851089994882;0.0012497100567331887;0.11032808289128518;0.041011415548805705;900000.001050627;702313.6935233162;19.493049602701298;6.0;3.0;-3.0;10.0;9.043879932552455;0.9571039440079123;35.841951568604465;0.20682644652962723;0.9812737026808146;1.0124164891564822;0.13553114683154202;AC
1;0.012364030818917878;4.013773787380264;0.010860074571656225;0.7394583903248917;0.10651706742368885;0.0011341774987179698;0.10904535521409497;0.0460304660026145;3400000.000198187;2679918.3192278324;5.70813117689197;0.5927114536374558;1.0;-3.0;10.0;3.0028652518687675;0.9734826470317387;64.68753127793529;0.18855590319159085;0.9932110679993037;1.500924075938039;0.08759070607760251;AL
2;0.014666666666666668;3.88234615960081;0.0119783602629899;1.0499011513424144;0.32970857823627575;0.0067321747063502635;0.09906668205206767;0.08748148568964882;4140000.0000074045;3313303.1150460155;7.16014350436763;1.0346835389653832;1.0;-3.0;10.0;3.0000429521832337;0.9518313598956011;435.14545879958115;0.1921887475620345;0.9743424581178729;26.495560961158844;0.14394083584832826;AM
3;0.014666666666666668;3.970364410127812;0.012222222222222223;0.8747296234160917;0.20220377352482546;0.0010000000000000009;0.12640662752179227;0.02969194351552646;849999.9997921181;678767.4200577062;12.0;1.126149876966811;1.0;-3.0;10.0;2.999284986718898;0.9454651818742932;102.53661382318644;0.19081225607008662;0.9799429625934246;1.8970171903656048;0.12491292751315214;AP
4;0.014666666666666668;3.930986078095834;0.011154364859544429;0.7884730241071509;0.205806189198632;0.004338700552404096;0.10237767413549581;0.03512434660372895;14869999.999993376;11732710.711308213;6.141613716159645;1.007603343878696;1.0;-3.0;10.0;2.999990778492843;0.9765228392159089;158.68836456158851;0.1513055621661409;0.9912562071591264;3.5148144067202365;0.08339506779654327;BA
5;0.014666666666666668;3.9362472936455184;0.010262255751354485;1.0428986535587184;0.20442292923410313;0.032428529155945685;0.06768455699747072;0.06779338119343563;210200000.0;168160000.0;5.3672213038667875;0.9763578199838383;1.0;-3.0;10.0;2.963446631770331;0.9950883463669818;2038.7316017961166;0.06968812876722186;0.9984243028866617;80.53505944143538;0.03275825386340311;Brazil
6;0.014666666666666668;3.8952301457470924;0.012130060259227927;0.5876596136473733;0.2245568641460596;0.008702691508651356;0.09602429475651983;0.07232079579495346;9129999.900238773;7683061.547592003;29.38686292556239;4.973684889258926;5.0;-3.0;10.0;14.978907293487323;0.855372178285204;1032.811903031023;0.3295412679440783;0.9637149294864482;36.605492826120674;0.17847660203524024;CE
7;0.01432481937312596;3.8815134248063594;0.011692009218980915;0.7438413911485293;0.5;0.0026497986759408954;0.10018755026455584;0.027186454329760044;3100000.0016275323;2475422.2510358747;6.663391633811224;1.0302916642725621;1.0;-3.0;10.0;3.0000147722888033;0.74878619255795;239.20750520621752;0.35068847937604525;0.7356416800653328;6.016353482025318;0.369092341392147;DF
8;0.014648823727279528;3.963498683675077;0.011642461235339643;0.7919011224559007;0.22539418104010214;0.0015981874054495915;0.11383836471569092;0.034009311949976376;4020000.000012599;3219058.9199139634;5.998555917342112;1.0988322156676003;1.0;-3.0;10.0;3.0346104748751634;0.991349810662439;82.2520499280009;0.08752097099288007;0.9908974398102683;2.9523480128184154;0.08637281275162755;ES
9;0.01385298645413202;3.9241068521863505;0.011389369680961055;0.7025376091008688;0.21624674074464056;0.002095963975637938;0.09029624463369634;0.04017642044655451;7020000.00006771;5615216.63428814;19.196837669624426;3.4088548334241313;3.0;-3.0;10.0;9.001704342961059;0.8757529364150552;93.22749060345404;0.27127934513626706;0.7345891514255047;5.623408635227408;0.3686391674921348;GO
