regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Sudeste;RJ;2020-03-05;1;1;0;0
Sudeste;RJ;2020-03-06;0;1;0;0
Sudeste;RJ;2020-03-07;1;2;0;0
Sudeste;RJ;2020-03-08;1;3;0;0
Sudeste;RJ;2020-03-09;0;3;0;0
Sudeste;RJ;2020-03-10;5;8;0;0
Sudeste;RJ;2020-03-11;5;13;0;0
Sudeste;RJ;2020-03-12;3;16;0;0
Sudeste;RJ;2020-03-13;0;16;0;0
Sudeste;RJ;2020-03-14;6;22;0;0
Sudeste;RJ;2020-03-15;2;24;0;0
Sudeste;RJ;2020-03-16;7;31;0;0
Sudeste;RJ;2020-03-17;2;33;0;0
Sudeste;RJ;2020-03-18;12;45;0;0
Sudeste;RJ;2020-03-19;20;65;2;2
Sudeste;RJ;2020-03-20;44;109;0;2
Sudeste;RJ;2020-03-21;10;119;1;3
Sudeste;RJ;2020-03-22;67;186;0;3
Sudeste;RJ;2020-03-23;47;233;1;4
Sudeste;RJ;2020-03-24;72;305;2;6
Sudeste;RJ;2020-03-25;65;370;0;6
Sudeste;RJ;2020-03-26;51;421;3;9
Sudeste;RJ;2020-03-27;72;493;1;10
Sudeste;RJ;2020-03-28;65;558;3;13
Sudeste;RJ;2020-03-29;42;600;4;17
Sudeste;RJ;2020-03-30;57;657;1;18
Sudeste;RJ;2020-03-31;51;708;5;23
Sudeste;RJ;2020-04-01;124;832;5;28
Sudeste;RJ;2020-04-02;160;992;13;41
Sudeste;RJ;2020-04-03;82;1074;6;47
Sudeste;RJ;2020-04-04;172;1246;11;58
Sudeste;RJ;2020-04-05;148;1394;6;64
Sudeste;RJ;2020-04-06;67;1461;7;71
Sudeste;RJ;2020-04-07;227;1688;18;89
Sudeste;RJ;2020-04-08;250;1938;17;106
Sudeste;RJ;2020-04-09;278;2216;16;122
Sudeste;RJ;2020-04-10;248;2464;25;147
Sudeste;RJ;2020-04-11;143;2607;8;155
Sudeste;RJ;2020-04-12;248;2855;15;170
Sudeste;RJ;2020-04-13;376;3231;18;188
Sudeste;RJ;2020-04-14;179;3410;36;224
Sudeste;RJ;2020-04-15;333;3743;41;265
Sudeste;RJ;2020-04-16;201;3944;35;300
Sudeste;RJ;2020-04-17;405;4349;41;341
Sudeste;RJ;2020-04-18;194;4543;46;387
Sudeste;RJ;2020-04-19;222;4765;15;402
Sudeste;RJ;2020-04-20;134;4899;20;422
Sudeste;RJ;2020-04-21;407;5306;39;461
Sudeste;RJ;2020-04-22;246;5552;29;490
Sudeste;RJ;2020-04-23;620;6172;40;530
Sudeste;RJ;2020-04-24;110;6282;40;570
Sudeste;RJ;2020-04-25;546;6828;45;615
Sudeste;RJ;2020-04-26;283;7111;30;645
Sudeste;RJ;2020-04-27;833;7944;32;677
Sudeste;RJ;2020-04-28;560;8504;61;738
Sudeste;RJ;2020-04-29;365;8869;56;794
Sudeste;RJ;2020-04-30;584;9453;60;854
Sudeste;RJ;2020-05-01;713;10166;67;921
Sudeste;RJ;2020-05-02;380;10546;50;971
Sudeste;RJ;2020-05-03;593;11139;48;1019
Sudeste;RJ;2020-05-04;582;11721;46;1065
