n1;R1;n2;R2;beta;gamma1;gamma2;eta;N;So;Uo;Qo;Co;R1o;R2o;nCo;NSE;RMSE;MARE;NSE_deaths;RMSE_deaths;MARE_deaths;Estado
0.012257205;0.0;0.020339647;0.0;0.149858447;0.001306514;0.107240499;0.040398563;900000.0;718863.9957;18.02389791;3.033581085;3.0;2.931840127;7.404462945;9.000002703;0.936572271;43.58354462;0.252902043;0.952284377;1.616082594;0.203576163;AC
0.005552490155573957;0.0;0.018571753108287466;0.0;0.08966368356177257;0.0023752752164568625;0.11094815849440548;0.04792136218230834;3400000.000080752;2771124.964112153;5.708015632762423;0.8190785763887147;1.0;2.011839452174286;7.470915322868388;2.9987108950405013;0.9885043003752106;42.591525562440786;0.12170430371357466;0.9915584995839045;1.6736622393162999;0.09393162787634916;AL
0.032072143;0.0;0.0278108;0.0;0.5;0.01943758;0.107091697;0.07986072;4140000.0;3310520.825;12.0;1.210375736;1.0;2.9070362660000004;7.407225359;2.988924828;0.986961324;226.3961389;0.103635746;0.995430863;11.18105188;0.057407814;AM
0.023214327000000003;0.0;0.022821538;0.0;0.302278532;0.001002403;0.14677362;0.029911871;850000.0201;671814.401;9.463069465;1.057762563;1.0;3.076141923;7.768463177999999;3.007469571;0.944566575;103.3779445;0.192254957;0.979461473;1.919652059;0.127725213;AP
0.019468619;0.0;0.020205251;0.0;0.25264981;0.020266073;0.077955657;0.034716853;14870000.0;11736874.53;6.892508769;1.00477746;1.0;2.994776765;6.971626307;2.999499949;0.988839795;109.4103419;0.103911063;0.995764318;2.446324799;0.060935208;BA
0.023224188;0.0;0.021126124;0.0;0.160683668;0.036609461;0.097891803;0.068210857;210200000.0;168160000.0;7.337700027;1.1590138490000002;1.0;2.870757134;7.080606565;3.063578479;0.994037849;2246.196061;0.078576749;0.996723691;116.1290875;0.045450037;Brazil
0.03931131;0.0;0.023660036;0.0;0.417241525;0.001;0.17448693899999998;0.069499121;9130000.005;7329243.212;43.69745664;6.445796013;5.0;3.05078023;6.956166112000001;14.85218756;0.935164042;691.5176640999998;0.226799792;0.984395459;24.00533499;0.120630182;CE
0.025911163;0.0;0.027126645;0.0;0.300419617;0.002800225;0.127608948;0.02359209;3100000.0;2478485.628;9.930032706;1.757687301;1.0;2.73575788;7.399150751;3.000140575;0.842452408;189.4344379;0.272920845;0.8434088590000001;4.630420655;0.287534024;DF
0.021489719;0.0;0.022212873;0.0;0.209705965;0.001537285;0.13406077800000002;0.033990282000000004;4020000.006;3232207.001;6.040622598;1.006459022;1.0;2.885262274;7.358698484;3.013389363;0.990025537;88.3239931;0.096034692;0.98807101;3.379773609;0.099015248;ES
0.036623991;0.0;0.029611379;0.0;0.5;0.010581909;0.098568597;0.042248448;7019999.999;5574551.951;22.34589101;3.900970502;3.0;2.488488347;6.867101466;9.000040526;0.990821581;25.33873155;0.076184725;0.96781619;1.95820897;0.126404674;GO
0.033136346000000004;0.0;0.028148843;0.0;0.47650103;0.02907979;0.101271335;0.053717329;7080000.005;5664493.466;8.606272367999999;1.02886109;1.0;2.77680492;7.327450534;3.01246142;0.988309188;135.5193125;0.099721963;0.993779309;5.67845895;0.076464954;MA
0.032272898;0.0;0.027722401;0.0;0.48845395;0.024401514;0.098375903;0.04267618;21170000.0;16933211.4;6.835257372999999;1.274380744;1.0;2.496361624;6.945108091;2.985103924;0.95660117;138.6957137;0.15057453099999998;0.99005529;2.903524863;0.096987683;MG
0.025859829;0.0;0.0254116;0.0;0.334784413;0.008026756999999999;0.08461317300000001;0.042033138;2800000.0;2190555.333;13.04565794;4.0;2.0;2.602969639;7.005463437;6.002452312000001;0.820859;36.99402154;0.286989865;0.894030345;1.108714568;0.207072736;MS
0.02723017;0.0;0.02304341;0.0;0.329075263;0.030319981;0.05;0.041954742;3490000.001;2799630.74;7.296794469;1.227562136;1.0;2.833481162;6.763479869;3.00173196;0.799861679;48.22133899;0.291587062;0.930462036;1.112837245;0.180517974;MT
0.020999052;0.0;0.024023145;0.0;0.378166313;0.004930557;0.134924674;0.07062285;8600000.012;6549471.395;6.797146571;1.067388365;1.0;2.923686839;7.822202411;2.996858079;0.986277383;133.5584082;0.122865904;0.981433395;11.57407479;0.137143252;PA
0.028775599;0.0;0.023868449;0.0;0.5;0.03792485;0.051615203;0.080269023;4019999.974;3292467.201000001;7.344501406;1.084102776;1.0;2.805531737;6.947065352999999;3.000061881;0.974523325;52.37918241;0.138089114;0.976644319;3.744499251;0.123702996;PB
0.027837314;0.0;0.025782747;0.0;0.5;0.012708587;0.110988434;0.082151646;9599999.987;7693803.17;12.66063907;2.003510831;2.0;2.8985739560000003;7.465037322000001;6.015882241;0.998235854;108.1404632;0.037810234;0.997825817;9.742041269;0.037101134;PE
0.035082662;0.0;0.028264317;0.0;0.324283337;0.006891444;0.106389794;0.048789552;3299999.999;2603793.232;22.88775995;3.783398083;3.0;2.523298381;7.107415491;9.002061233;0.963687527;40.46513011;0.173211447;0.923644813;2.340593181;0.201750975;PI
0.040368442;0.0;0.029698116;0.0;0.5;0.026502371;0.066177688;0.057058655;11430000.0;9118403.564;39.53823947;6.541782624;6.0;2.591902994;6.66822968;18.00196259;0.958885678;102.4017067;0.132411211;0.992161292;2.8002382580000003;0.070024882;PR
0.029483214;0.0;0.021443299;0.0;0.388326087;0.041493124;0.088816928;0.086467793;17260000.0;13435317.99;6.73759434;1.017607605;1.0;2.765843191;6.641412422999999;2.999856724;0.991064736;319.4096514;0.085122023;0.996940024;17.20648446;0.050796699;RJ
0.038408784;0.0;0.025351869;0.0;0.354400363;0.044651228;0.061310403;0.046548368;3510000.0;2818965.077;7.415561311;1.01286054;1.0;2.831883822;6.45845761;2.9911463030000003;0.97929399;59.69892148;0.106202835;0.995783987;1.28868994;0.055162968;RN
0.01888587;0.0;0.022836011;0.0;0.206637155;0.008170014;0.101806551;0.031666076;1780000.0;1423292.0769999996;6.250310063;1.3505373180000002;1.0;2.783060921;7.212037698;3.035804021;0.991213172;19.84170486;0.083361814;0.979912566;0.948195167;0.144679309;RO
0.014948634;0.0;0.020276568;0.0;0.153283919;0.012329115;0.078709915;0.014134379;610000.0049;488597.1293;12.2966802;2.226700264;2.0;2.954476258;7.040081722;6.285148633;0.939930202;53.17884105;0.208882165;0.8365822359999999;1.1606823999999998;0.291520694;RR
0.037090732;0.0;0.029950487;0.0;0.5;0.026435138;0.086821815;0.034702358;11370000.0;9032936.093;6.262119986;1.010816921;1.0;2.929454938;7.365006283;2.99999803;0.917429249;144.6677905;0.191860629;0.968726971;3.435267224;0.120341345;RS
0.048471163;0.0;0.02998475;0.0;0.5;0.022637446;0.090784478;0.025011397;7160000.001;5726637.097999998;17.35685224;2.423629639;2.0;2.884134857;7.248605731;5.997811584;0.940986655;168.2820094;0.17695907800000002;0.943170492;4.39593655;0.16876219899999995;SC
0.009093898;0.0;0.018732877;0.0;0.430079393;0.014723667;0.055242139;0.029848018;2300000.016;1804911.456;8.240199551;2.0;1.0;2.782225322;7.4282668260000015;2.996740708;0.90040182;57.59804255;0.327166404;0.904995999;1.4129010480000002;0.232407373;SE
0.023828668996073804;0.0;0.022371940292267044;0.0;0.3666881632008727;0.013706318399951622;0.12302109990470675;0.08057311547494952;45920000.00001776;37940419.00608168;5.349439566305222;1.0016352173821617;1.0;2.686857626691869;7.075438952359624;3.000064737177244;0.9891087426310216;994.337271937062;0.09484959161458306;0.992464597771368;68.53990702974298;0.06692447311693983;SP
0.011555178;0.0;0.019962844;0.0;0.169498152;0.0014472629999999998;0.101094018;0.022122338;1600000.0;1279008.738;6.037967142;2.0;1.0;2.936422752;7.345151531;3.000574913;0.948363434;13.71623087;0.250281772;0.942719122;0.32685534;0.2436413;TO
