regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Sudeste;SP;2020-02-26;1;1;0;0
Sudeste;SP;2020-02-27;0;1;0;0
Sudeste;SP;2020-02-28;0;1;0;0
Sudeste;SP;2020-02-29;1;2;0;0
Sudeste;SP;2020-03-01;0;2;0;0
Sudeste;SP;2020-03-02;0;2;0;0
Sudeste;SP;2020-03-03;0;2;0;0
Sudeste;SP;2020-03-04;1;3;0;0
Sudeste;SP;2020-03-05;3;6;0;0
Sudeste;SP;2020-03-06;4;10;0;0
Sudeste;SP;2020-03-07;3;13;0;0
Sudeste;SP;2020-03-08;3;16;0;0
Sudeste;SP;2020-03-09;0;16;0;0
Sudeste;SP;2020-03-10;3;19;0;0
Sudeste;SP;2020-03-11;11;30;0;0
Sudeste;SP;2020-03-12;12;42;0;0
Sudeste;SP;2020-03-13;14;56;0;0
Sudeste;SP;2020-03-14;9;65;0;0
Sudeste;SP;2020-03-15;71;136;0;0
Sudeste;SP;2020-03-16;16;152;0;0
Sudeste;SP;2020-03-17;12;164;1;1
Sudeste;SP;2020-03-18;76;240;3;4
Sudeste;SP;2020-03-19;46;286;0;4
Sudeste;SP;2020-03-20;110;396;5;9
Sudeste;SP;2020-03-21;63;459;6;15
Sudeste;SP;2020-03-22;172;631;7;22
Sudeste;SP;2020-03-23;114;745;8;30
Sudeste;SP;2020-03-24;65;810;10;40
Sudeste;SP;2020-03-25;52;862;8;48
Sudeste;SP;2020-03-26;190;1052;10;58
Sudeste;SP;2020-03-27;171;1223;10;68
Sudeste;SP;2020-03-28;183;1406;16;84
Sudeste;SP;2020-03-29;45;1451;14;98
Sudeste;SP;2020-03-30;66;1517;15;113
Sudeste;SP;2020-03-31;822;2339;23;136
Sudeste;SP;2020-04-01;642;2981;28;164
Sudeste;SP;2020-04-02;525;3506;24;188
Sudeste;SP;2020-04-03;542;4048;31;219
Sudeste;SP;2020-04-04;418;4466;41;260
Sudeste;SP;2020-04-05;154;4620;15;275
Sudeste;SP;2020-04-06;246;4866;29;304
Sudeste;SP;2020-04-07;816;5682;67;371
Sudeste;SP;2020-04-08;1026;6708;57;428
Sudeste;SP;2020-04-09;772;7480;68;496
Sudeste;SP;2020-04-10;736;8216;44;540
Sudeste;SP;2020-04-11;203;8419;20;560
Sudeste;SP;2020-04-12;336;8755;28;588
Sudeste;SP;2020-04-13;140;8895;20;608
Sudeste;SP;2020-04-14;476;9371;87;695
Sudeste;SP;2020-04-15;1672;11043;83;778
Sudeste;SP;2020-04-16;525;11568;75;853
Sudeste;SP;2020-04-17;1273;12841;75;928
Sudeste;SP;2020-04-18;1053;13894;63;991
Sudeste;SP;2020-04-19;373;14267;24;1015
Sudeste;SP;2020-04-20;313;14580;22;1037
Sudeste;SP;2020-04-21;805;15385;56;1093
Sudeste;SP;2020-04-22;529;15914;41;1134
Sudeste;SP;2020-04-23;826;16740;211;1345
Sudeste;SP;2020-04-24;1086;17826;167;1512
Sudeste;SP;2020-04-25;2178;20004;155;1667
Sudeste;SP;2020-04-26;711;20715;33;1700
Sudeste;SP;2020-04-27;981;21696;125;1825
Sudeste;SP;2020-04-28;2345;24041;224;2049
Sudeste;SP;2020-04-29;2117;26158;198;2247
Sudeste;SP;2020-04-30;2540;28698;128;2375
Sudeste;SP;2020-05-01;1676;30374;136;2511
Sudeste;SP;2020-05-02;800;31174;75;2586
Sudeste;SP;2020-05-03;598;31772;41;2627
Sudeste;SP;2020-05-04;415;32187;27;2654
