regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Centro-Oeste;DF;2020-03-07;1;1;0;0
Centro-Oeste;DF;2020-03-08;0;1;0;0
Centro-Oeste;DF;2020-03-09;0;1;0;0
Centro-Oeste;DF;2020-03-10;0;1;0;0
Centro-Oeste;DF;2020-03-11;1;2;0;0
Centro-Oeste;DF;2020-03-12;0;2;0;0
Centro-Oeste;DF;2020-03-13;0;2;0;0
Centro-Oeste;DF;2020-03-14;4;6;0;0
Centro-Oeste;DF;2020-03-15;2;8;0;0
Centro-Oeste;DF;2020-03-16;5;13;0;0
Centro-Oeste;DF;2020-03-17;9;22;0;0
Centro-Oeste;DF;2020-03-18;4;26;0;0
Centro-Oeste;DF;2020-03-19;16;42;0;0
Centro-Oeste;DF;2020-03-20;45;87;0;0
Centro-Oeste;DF;2020-03-21;13;100;0;0
Centro-Oeste;DF;2020-03-22;17;117;0;0
Centro-Oeste;DF;2020-03-23;16;133;0;0
Centro-Oeste;DF;2020-03-24;27;160;0;0
Centro-Oeste;DF;2020-03-25;0;160;0;0
Centro-Oeste;DF;2020-03-26;40;200;0;0
Centro-Oeste;DF;2020-03-27;30;230;0;0
Centro-Oeste;DF;2020-03-28;30;260;0;0
Centro-Oeste;DF;2020-03-29;29;289;1;1
Centro-Oeste;DF;2020-03-30;23;312;0;1
Centro-Oeste;DF;2020-03-31;20;332;2;3
Centro-Oeste;DF;2020-04-01;23;355;0;3
Centro-Oeste;DF;2020-04-02;15;370;1;4
Centro-Oeste;DF;2020-04-03;32;402;1;5
Centro-Oeste;DF;2020-04-04;52;454;2;7
Centro-Oeste;DF;2020-04-05;14;468;0;7
Centro-Oeste;DF;2020-04-06;5;473;3;10
Centro-Oeste;DF;2020-04-07;19;492;2;12
Centro-Oeste;DF;2020-04-08;17;509;0;12
Centro-Oeste;DF;2020-04-09;18;527;1;13
Centro-Oeste;DF;2020-04-10;28;555;1;14
Centro-Oeste;DF;2020-04-11;24;579;0;14
Centro-Oeste;DF;2020-04-12;35;614;0;14
Centro-Oeste;DF;2020-04-13;24;638;1;15
Centro-Oeste;DF;2020-04-14;13;651;2;17
Centro-Oeste;DF;2020-04-15;31;682;0;17
Centro-Oeste;DF;2020-04-16;34;716;3;20
Centro-Oeste;DF;2020-04-17;30;746;0;20
Centro-Oeste;DF;2020-04-18;16;762;4;24
Centro-Oeste;DF;2020-04-19;65;827;0;24
Centro-Oeste;DF;2020-04-20;45;872;0;24
Centro-Oeste;DF;2020-04-21;9;881;0;24
Centro-Oeste;DF;2020-04-22;65;946;1;25
Centro-Oeste;DF;2020-04-23;17;963;0;25
Centro-Oeste;DF;2020-04-24;26;989;1;26
Centro-Oeste;DF;2020-04-25;24;1013;0;26
Centro-Oeste;DF;2020-04-26;53;1066;1;27
Centro-Oeste;DF;2020-04-27;80;1146;0;27
Centro-Oeste;DF;2020-04-28;67;1213;1;28
Centro-Oeste;DF;2020-04-29;62;1275;0;28
Centro-Oeste;DF;2020-04-30;81;1356;2;30
Centro-Oeste;DF;2020-05-01;110;1466;0;30
Centro-Oeste;DF;2020-05-02;100;1566;1;31
Centro-Oeste;DF;2020-05-03;83;1649;2;33
Centro-Oeste;DF;2020-05-04;119;1768;0;33
