;Estado;max_cases;diamax;datamax;totaldeaths
0;AC;2.9150871086847445;62;2020-05-20;168.26809882104598
1;AL;55.37032600255566;101;2020-06-17;3823.198241260453
2;AM;46.79924558746711;65;2020-05-19;2934.101973298704
3;AP;4.765861637575796;61;2020-05-20;281.828339952128
4;BA;27.570738927732236;78;2020-05-23;1354.0051562784536
5;Brazil;814.1410129213182;92;2020-05-28;58511.90719338659
6;CE;52.37913959882826;61;2020-05-17;3235.6750540550893
7;DF;2.219810622832391;59;2020-05-05;109.98079815230271
8;ES;27.380228052096413;86;2020-05-31;1659.3500409103626
9;GO;1.445092069597269;46;2020-04-28;58.808767987261895
10;MA;60.57844721591687;75;2020-06-04;4144.800782814035
11;MG;5.638444575839486;65;2020-05-12;372.9480847683877
12;MS;0.5348013724617466;60;2020-05-15;45.2449575103426
13;MT;0.6284533044709235;53;2020-05-12;45.81097400592902
14;PA;166.85846491191114;87;2020-06-14;11384.22450605195
15;PB;8.388199821048772;68;2020-05-26;649.8188072979874
16;PE;310.2270758022387;96;2020-06-16;24888.642617173682
17;PI;2.8282704436863213;65;2020-05-24;213.4901880987831
18;PR;5.095577948256334;65;2020-05-16;412.76973755181325
19;RJ;49.51566722893472;65;2020-05-09;2979.234475032566
20;RN;4.660958128686104;69;2020-05-21;363.7394387316841
21;RO;17.472473044212734;100;2020-06-28;1574.103121647193
22;RR;1.179503945886669;63;2020-05-24;78.7997052803165
23;RS;2.0843516125971178;53;2020-05-02;128.4640105832452
24;SC;3.254200834393771;61;2020-05-13;247.6590873166713
25;SE;4.493403204378666;90;2020-06-13;382.2713562322699
26;SP;127.01215082579301;72;2020-05-08;7691.5620693026685
27;TO;4.883452088224644;86;2020-06-13;295.3580515926958
