;Cases;S;U;Q;I;uC;Rt;M;date
204;26402.453905776358;139.67186243842832;0.024558954771644565;0.0013929459465211725;488374.37868368794;461971.8988260109;11.522819599420195;357.49020824455056;2020-10-12
205;26402.45424723921;139.6718558560887;0.021480456063513807;0.0012182464224120965;488374.3786902703;461971.9017443286;11.713977660497521;357.4902128683205;2020-10-13
206;26402.454545878125;139.67184988172232;0.018788054412036875;0.0010654675873415528;488374.3786962446;461971.9042968445;11.896407155552353;357.4902169122089;2020-10-14
207;26402.454807066297;139.67184446737718;0.016433300072898165;0.0009318577785059014;488374.378701659;461971.90652943484;12.06967033129871;357.49022044897436;2020-10-15
208;26402.455035502557;139.67183956784396;0.014373825951956767;0.0008150107530537518;488374.37870655855;461971.90848221927;12.233352165884227;357.4902235422441;2020-10-16
209;26402.45523529585;139.67183514063527;0.012572584205758231;0.0007128224701770674;488374.3787109857;461971.9101902832;12.387061407998287;357.49022624765763;2020-10-17
210;26402.45541003938;139.6718311459429;0.01099717747247017;0.000623453111323638;488374.37871498044;461971.9116843105;12.530431556548798;357.49022861387084;2020-10-18
211;26402.455562875362;139.67182754657716;0.009619275249686619;0.0005452938747001446;488374.37871857977;461971.91299113526;12.663121778458985;357.49023068343246;2020-10-19
212;26402.45569655168;139.67182430789188;0.008414103146651156;0.00047693791903264505;488374.37872181844;461971.9141342257;12.78481776229044;357.49023249355184;2020-10-20
213;26402.455813471483;139.67182139769724;0.00735999574029391;0.0004171549557558695;488374.37872472865;461971.9151341065;12.895232505559004;357.49023407677026;2020-10-21
214;26402.45591573618;139.67181878616321;0.006438007042632479;0.0003648693039839934;488374.3787273402;461971.9160087277;12.994107033775627;357.49023546154297;2020-10-22
215;26402.45600518355;139.67181644571423;0.005631568611438027;0.00031914028342947486;488374.3787296806;461971.91677378817;13.081211049415344;357.4902366727555;2020-10-23
216;26402.45608342087;139.6718143509193;0.00492619068631887;0.0002791452344211881;488374.37873177545;461971.91744301864;13.156343509192277;357.490237732172;2020-10-24
217;26402.45615185376;139.6718124783794;0.004309201787013531;0.00024416475680428927;488374.378733648;461971.9180284277;13.219333128198027;357.490238658826;2020-10-25
218;26402.456211711426;139.67181080661192;0.0037695202669257586;0.00021356981440937776;488374.37873531977;461971.91854051827;13.270038809643518;357.49023946936245;2020-10-26
219;26402.456264068845;139.67180931593558;0.0032974545066894686;0.00018681037729373205;488374.3787368104;461971.9189884767;13.308349999130291;357.49024017833756;2020-10-27
220;26402.456309866306;139.671807988356;0.002884528624106154;0.00016340529113197615;488374.37873813795;461971.91938033776;13.334186962565957;357.49024079848385;2020-10-28
221;26402.456349926102;139.67180680745363;0.0025233299456348997;0.00014293383698025063;488374.378739319;461971.9197231291;13.347500987029285;357.49024134093605;2020-10-29
222;26402.456384967365;139.67180575827453;0.002207375409053118;0.00012502813237958864;488374.3787403681;461971.9200229972;13.348274504083026;357.49024181543206;2020-10-30
223;26402.456415619006;139.6718048272243;0.0019309950192088407;0.0001093664994243537;488374.37874129915;461971.9202853186;13.336521135226441;357.4902422304878;2020-10-31
224;26402.456442431107;139.6718040019664;0.0016892300071288913;9.566755876292822e-05;488374.3787421244;461971.92051479575;13.312285659374028;357.4902425935521;2020-11-01
225;26402.456465884956;139.67180327132576;0.0014777422317881807;8.368512561846715e-05;488374.37874285504;461971.92071554274;13.2756439024419;357.49024291114216;2020-11-02
226;26402.456486401305;139.67180262519594;0.0012927386638930034;7.320402867553796e-05;488374.3787435012;461971.92089115724;13.226702549317977;357.49024318895533;2020-11-03
227;26402.45650434822;139.67180205445246;0.001130901033574037;6.403605860522405e-05;488374.378744072;461971.9210447867;13.16559887868606;357.4902434319756;2020-11-04
228;26402.456520047523;139.67180155086987;0.0009893278745864262;5.601668314751782e-05;488374.3787445756;461971.9211791835;13.092500421366744;357.49024364456085;2020-11-05
229;26402.456533780773;139.67180110704462;0.0008654807776463186;4.900195013851224e-05;488374.37874501944;461971.92129675596;13.007604543029341;357.49024383052364;2020-11-06
230;26402.45654579429;139.6718007163223;0.0007571397797000565;4.286590081627913e-05;488374.3787454102;461971.92139961023;12.911137952317862;357.4902439931995;2020-11-07
231;26402.456556303558;139.67180037273178;0.0006623623420056343;3.749837957427398e-05;488374.3787457538;461971.9214895895;12.80335613562073;357.49024413550615;2020-11-08
232;26402.456565496886;139.67180007092276;0.0005794503704028177;3.2803149049997636e-05;488374.3787460556;461971.9215683052;12.684542719897047;357.4902442599936;2020-11-09
233;26402.456573539137;139.67179980610751;0.0005069175224597961;2.869595829470301e-05;488374.37874632044;461971.9216371678;12.555008765152241;357.49024436889425;2020-11-10
234;26402.456580574406;139.67179957400833;0.0004434645883304949;2.5103171893362947e-05;488374.3787465525;461971.92169741035;12.415091988331621;357.4902444641592;2020-11-11
235;26402.456586728866;139.6717993708075;0.00038795438472575536;2.1960285980618828e-05;488374.37874675577;461971.92175011226;12.26515592057183;357.4902445474971;2020-11-12
