DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-04-06;3.0;3.0;0.0;0.0
2020-04-07;1.0;4.0;0.0;0.0
2020-04-08;3.0;7.0;0.0;0.0
2020-04-09;4.0;11.0;0.0;0.0
2020-04-10;5.0;16.0;0.0;0.0
2020-04-11;0.0;16.0;0.0;0.0
2020-04-12;0.0;16.0;0.0;0.0
2020-04-13;3.0;19.0;0.0;0.0
2020-04-14;5.0;24.0;0.0;0.0
2020-04-15;9.0;33.0;0.0;0.0
2020-04-16;5.0;38.0;0.0;0.0
2020-04-17;6.0;44.0;0.0;0.0
2020-04-18;3.0;47.0;0.0;0.0
2020-04-19;0.0;47.0;1.0;1.0
2020-04-20;8.0;55.0;0.0;1.0
2020-04-21;6.0;61.0;1.0;2.0
2020-04-22;8.0;69.0;0.0;2.0
2020-04-23;3.0;72.0;0.0;2.0
2020-04-24;3.0;75.0;1.0;3.0
2020-04-25;0.0;75.0;0.0;3.0
2020-04-26;0.0;75.0;0.0;3.0
2020-04-27;1.0;76.0;1.0;4.0
2020-04-28;0.0;76.0;0.0;4.0
2020-04-29;1.0;77.0;0.0;4.0
