DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-30;1.0;1.0;0.0;0.0
2020-03-31;1.0;2.0;0.0;0.0
2020-04-01;0.0;2.0;0.0;0.0
2020-04-02;1.0;3.0;0.0;0.0
2020-04-03;0.0;3.0;1.0;1.0
2020-04-04;0.0;3.0;0.0;1.0
2020-04-05;0.0;3.0;0.0;1.0
2020-04-06;0.0;3.0;0.0;1.0
2020-04-07;1.0;4.0;0.0;1.0
2020-04-08;2.0;6.0;0.0;1.0
2020-04-09;4.0;10.0;0.0;1.0
2020-04-10;0.0;10.0;0.0;1.0
2020-04-11;1.0;11.0;1.0;2.0
2020-04-12;3.0;14.0;0.0;2.0
2020-04-13;3.0;17.0;2.0;4.0
2020-04-14;9.0;26.0;1.0;5.0
2020-04-15;4.0;30.0;0.0;5.0
2020-04-16;4.0;34.0;1.0;6.0
2020-04-17;12.0;46.0;1.0;7.0
2020-04-18;6.0;52.0;0.0;7.0
2020-04-19;0.0;52.0;0.0;7.0
2020-04-20;11.0;63.0;2.0;9.0
2020-04-21;5.0;68.0;0.0;9.0
2020-04-22;5.0;73.0;1.0;10.0
2020-04-23;10.0;83.0;1.0;11.0
2020-04-24;5.0;88.0;1.0;12.0
2020-04-25;1.0;89.0;0.0;12.0
2020-04-26;1.0;90.0;0.0;12.0
2020-04-27;6.0;96.0;0.0;12.0
2020-04-28;1.0;97.0;0.0;12.0
