DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-12;1.0;1.0;0.0;0.0
2020-03-13;0.0;1.0;0.0;0.0
2020-03-14;0.0;1.0;0.0;0.0
2020-03-15;0.0;1.0;0.0;0.0
2020-03-16;2.0;3.0;0.0;0.0
2020-03-17;1.0;4.0;0.0;0.0
2020-03-18;0.0;4.0;0.0;0.0
2020-03-19;0.0;4.0;0.0;0.0
2020-03-20;0.0;4.0;0.0;0.0
2020-03-21;0.0;4.0;0.0;0.0
2020-03-22;1.0;5.0;0.0;0.0
2020-03-23;0.0;5.0;0.0;0.0
2020-03-24;3.0;8.0;0.0;0.0
2020-03-25;1.0;9.0;0.0;0.0
2020-03-26;1.0;10.0;0.0;0.0
2020-03-27;1.0;11.0;0.0;0.0
2020-03-28;2.0;13.0;0.0;0.0
2020-03-29;1.0;14.0;0.0;0.0
2020-03-30;1.0;15.0;0.0;0.0
2020-03-31;4.0;19.0;0.0;0.0
2020-04-01;3.0;22.0;0.0;0.0
2020-04-02;2.0;24.0;0.0;0.0
2020-04-03;11.0;35.0;0.0;0.0
2020-04-04;4.0;39.0;1.0;1.0
2020-04-05;6.0;45.0;0.0;1.0
2020-04-06;7.0;52.0;0.0;1.0
2020-04-07;12.0;64.0;2.0;3.0
2020-04-08;7.0;71.0;1.0;4.0
2020-04-09;11.0;82.0;1.0;5.0
2020-04-10;18.0;100.0;3.0;8.0
2020-04-11;14.0;114.0;2.0;10.0
2020-04-12;9.0;123.0;1.0;11.0
2020-04-13;41.0;164.0;1.0;12.0
2020-04-14;38.0;202.0;2.0;14.0
2020-04-15;34.0;236.0;3.0;17.0
2020-04-16;42.0;278.0;7.0;24.0
2020-04-17;46.0;324.0;3.0;27.0
2020-04-18;20.0;344.0;3.0;30.0
2020-04-19;15.0;359.0;4.0;34.0
2020-04-20;58.0;417.0;3.0;37.0
2020-04-21;32.0;449.0;9.0;46.0
2020-04-22;36.0;485.0;2.0;48.0
2020-04-23;44.0;529.0;3.0;51.0
2020-04-24;33.0;562.0;5.0;56.0
2020-04-25;12.0;574.0;1.0;57.0
2020-04-26;9.0;583.0;2.0;59.0
2020-04-27;32.0;615.0;3.0;62.0
2020-04-28;10.0;625.0;1.0;63.0
2020-04-29;2.0;627.0;2.0;65.0
