n1;R1;n2;R2;beta;gamma1;gamma2;eta;N;So;Uo;Qo;Co;R1o;R2o;nCo;NSE;RMSE;MARE;NSE_deaths;RMSE_deaths;MARE_deaths;Estado
0.010119249724210015;10.20476013612054;0.02000417500875649;-4.013571365370762;0.1929599628473576;0.008624082344596107;0.0869221655005829;0.04079979588717583;899999.9999675987;700720.8898724932;18.819093536790078;6.0;3.0;-4.155547368171185;13.578682872132028;8.99802953489081;0.971562684170212;29.182820750135285;0.1619466976901868;0.9904174170377484;0.724226724554231;0.09989785142656388;AC
0.01052401415991262;10.364173907530636;0.019060265299047283;-3.2085140610042053;0.041386846816657885;0.0163959969326134;0.08037669896185506;0.04632132103949853;3399999.9996526483;2720029.2314246944;5.323923366575848;0.9937330459841652;1.0;-4.097383687216359;13.592009837722163;3.000886601426785;0.9859605146514016;47.068578914776964;0.13708599675332425;0.9917033488917332;1.6592407623985328;0.09116038909729868;AL
0.009872268947798605;9.955051787399153;0.02017346564237253;-4.509090776451034;0.1988027421027874;0.0472130914303808;0.10664011108912666;0.08386816438972756;4139999.923745997;3300672.2097638883;6.3963173166480605;0.9859148166476234;1.0;-4.548175076455426;13.002220799122831;3.0000026827097006;0.9732045221444444;324.55104813486116;0.1383058281230528;0.989208351527903;17.18341546134501;0.08963455553648204;AM
0.009116294257679534;9.031491809658474;0.020927239562985128;-4.81571461001597;0.2634177134712427;0.024701945454738302;0.11097812221878928;0.029766132425498682;849999.9951780301;681959.0205622382;6.776454634843363;2.0;1.0;-4.288126465404676;13.476826697412564;2.97541744613834;0.9766407022463832;67.10763409639789;0.12021761575563293;0.9934836457174946;1.0812850992660037;0.06877269113006552;AP
0.009351605873236123;9.779750765401056;0.02050146072534576;-4.346827094033634;0.2179115556022707;0.01863146795247176;0.10189219708508697;0.03580170667753355;14869999.991736354;12408342.888895806;5.789134837041683;1.0092635854143808;1.0;-4.2275056983830535;13.433519957098632;3.0078520099788792;0.9947218472443292;75.24251001152327;0.0640719626099334;0.9947017009039184;2.7360290458752328;0.0683764344869983;BA
0.009966236699083893;10.023084995469773;0.020162621209602667;-4.413039838105631;0.17004511088672936;0.04496041130440402;0.12103613590020562;0.06788350922406122;210200000.0;168160000.0;6.2457265058638525;1.0708657181580352;1.0;-4.522576712298936;13.38250986946196;2.923008155635113;0.9953160440804169;1990.9144008667872;0.06856954186032133;0.9976923246721024;97.46214544388764;0.04131602359352389;Brazil
0.00956444085604145;9.91777130333929;0.0205952125446523;-4.8753944558586975;0.19542034325063;0.0010822518666472047;0.2692450769950573;0.06767532171122911;9130000.002140904;7960449.138032192;31.019339495870184;5.008099933641229;5.0;-4.898471875435302;12.468891883303339;15.002827638699925;0.9665655630885585;496.58353822982696;0.1504001153830033;0.9759850295567021;29.779904503398658;0.1392470592540678;CE
0.009000000000000001;9.063927010989632;0.02098212908799698;-5.083393007701061;0.5;0.02853667869474809;0.0901319718903634;0.02122349880478272;3099999.8714256138;2480467.5792583697;6.944296164425781;1.2898138669503956;1.0;-4.236810685841124;13.583043613908071;3.0247511888024023;0.9377433453446546;119.08195031676078;0.1775285554166151;0.9545985305796741;2.4932843303689363;0.15212080678192189;DF
0.010032457156806186;10.0431717136679;0.01997707787408774;-3.984536489549882;0.14497023476119136;0.02619829826737652;0.0785600836198819;0.033824075171801554;4020000.000321663;3246232.89237479;5.883502650801157;0.995495840756362;1.0;-4.196470853542295;13.469769728025858;2.999988565377881;0.9936398732192376;70.52885122726283;0.06275644771229477;0.9905371572454359;3.0102085251735318;0.092278483769843;ES
0.009732819870700028;9.773470399380797;0.02026359115762729;-4.579277854850626;0.5;0.015981789986639818;0.08417200766995772;0.044770470854789884;7019999.999803647;5556125.563699633;33.258978882677226;3.4777594543964248;3.0;-4.643987166990327;12.682258672214758;8.999982888843093;0.990146706730134;26.25376734584343;0.07339323514963629;0.958272291340384;2.2297315393322408;0.14580926043521994;GO
0.009495805107190312;9.773628581809383;0.020572295798680213;-4.563235339184211;0.28154704204280684;0.08363957613433894;0.07996607775586018;0.05538671430578261;7080000.014915419;5658736.0110568125;6.644646560531527;1.164627899653049;1.0;-4.683415239225144;12.661310776740557;3.000010569065547;0.994128470863604;96.04051257220505;0.06703208825341618;0.9923677352162712;6.289815462206657;0.08416672122097317;MA
0.00918846727302728;9.310865702499372;0.02081735474263307;-4.630211136182345;0.3435276370614292;0.024519430071482003;0.10704648060327564;0.038232892553263086;21170000.000191864;17142565.873350173;6.6201050753651725;1.0435929438100406;1.0;-4.368203716722189;13.283930387381695;3.0003303116111915;0.9503986941970808;148.27590523507516;0.17001202892622425;0.9934120557069648;2.3632215700551886;0.06530541250993724;MG
