ABREU E LIMA;AFOGADOS DA INGAZEIRA;AFRÂNIO;AGRESTINA;ALAGOINHA;ALIANÇA;ALTINHO;AMARAJI;ARAÇOIABA;ARCOVERDE;BARREIROS;BELO JARDIM;BETÂNIA;BEZERROS;BOM CONSELHO;BOM JARDIM;BONITO;CABO DE SANTO AGOSTINHO;CABROBÓ;CACHOEIRINHA;CAETÉS;CAMARAGIBE;CAMOCIM DE SÃO FÉLIX;CAPOEIRAS;CARNAUBEIRA DA PENHA;CARNAÍBA;CARPINA;CARUARU;CATENDE;CEDRO;CHÃ DE ALEGRIA;CHÃ GRANDE;CONDADO;CORRENTES;CORTÊS;CUPIRA;CUSTÓDIA;ESCADA;FEIRA NOVA;FERNANDO DE NORONHA;FERREIROS;FLORES;FREI MIGUELINHO;GAMELEIRA;GARANHUNS;GLÓRIA DO GOITÁ;GOIANA;GRANITO;GRAVATÁ;IBIMIRIM;IBIRAJUBA;IGARASSU;IGUARACI;ILHA DE ITAMARACÁ;INAJÁ;IPOJUCA;IPUBI;ITAMBÉ;ITAPETIM;ITAPISSUMA;ITAQUITINGA;JABOATÃO DOS GUARARAPES;JAQUEIRA;JATAÚBA;JATOBÁ;JOÃO ALFREDO;JUCATI;JUPI;JUREMA;LAGOA DO CARRO;LAGOA DO ITAENGA;LAGOA DO OURO;LAGOA DOS GATOS;LAJEDO;LIMOEIRO;MACAPARANA;MACHADOS;MORENO;NAZARÉ DA MATA;OLINDA;OROBÓ;OROCÓ;OURICURI;OUTRO ESTADO;OUTRO PAIS;PALMARES;PANELAS;PASSIRA;PAUDALHO;PAULISTA;PEDRA;PESQUEIRA;PETROLINA;POMBOS;POÇÃO;PRIMAVERA;QUIPAPÁ;QUIXABA;RECIFE;RIBEIRÃO;RIO FORMOSO;SAIRÉ;SALGUEIRO;SANTA CRUZ DO CAPIBARIBE;SANTA MARIA DA BOA VISTA;SANTA MARIA DO CAMBUCÁ;SERRA TALHADA;SERTÂNIA;SIRINHAÉM;SURUBIM;SÃO BENTO DO UNA;SÃO CAITANO;SÃO JOAQUIM DO MONTE;SÃO JOSÉ DA COROA GRANDE;SÃO JOSÉ DO BELMONTE;SÃO JOSÉ DO EGITO;SÃO JOÃO;SÃO LOURENÇO DA MATA;SÃO VICENTE FERRER;TABIRA;TAMANDARÉ;TAQUARITINGA DO NORTE;TERRA NOVA;TIMBAÚBA;TORITAMA;TRACUNHAÉM;TRINDADE;TRIUNFO;TUPANATINGA;TUPARETAMA;VENTUROSA;VERTENTES;VICÊNCIA;VITÓRIA DE SANTO ANTÃO;XEXÉU;ÁGUA PRETA
17807.03896103896;18751.0;21108.0;20822.0;17904.0;20183.0;20096.5;20254.833333333332;20112.166666666668;17560.0;19653.0;12749.142857142857;21006.75;18847.0;20796.0;20724.0;20281.8;17091.275510204083;20660.0;20522.25;20963.8;11097.369477911647;18737.666666666668;19974.5;21048.0;20973.666666666668;20608.625;18179.033333333333;19992.75;20682.0;20942.545454545456;17606.315789473683;20048.875;21023.0;18341.0;20082.0;21028.5;17650.75;20137.25;18996.285714285714;20911.5;20247.0;20749.0;20065.0;20440.133333333335;20504.733333333334;16408.793103448275;21072.0;20323.272727272728;21093.0;21107.0;19849.32894736842;18890.0;19632.444444444445;20996.0;17957.88888888889;20072.75;16467.0;19610.0;19091.571428571428;20864.666666666668;15424.448165869218;21077.0;20681.0;16356.0;20010.14285714286;20743.0;21016.0;19733.666666666668;20697.933333333334;20395.0;21097.0;20351.5;19949.0;17495.36842105263;20544.8;18330.5;18683.342857142856;20892.666666666668;13671.057228915663;20558.0;21036.0;18864.0;11431.153846153846;11472.333333333334;19712.7;20238.5;19675.777777777777;16551.275;12110.254132231405;20535.0;20229.0;19346.0;18797.384615384617;17374.0;19985.333333333332;20758.0;21105.0;5398.215120616762;18351.571428571428;20816.0;21068.0;17421.571428571428;17679.25;20984.0;20990.0;17290.545454545456;20673.666666666668;20568.666666666668;20164.2;20834.25;20780.133333333335;20196.0;20373.23076923077;21084.0;20359.0;21086.0;16767.82634730539;16364.0;20853.5;19961.0;19739.0;20302.0;17347.214285714286;19694.0;20871.0;20409.5;20206.5;20032.666666666668;21051.0;21060.0;21013.0;16478.666666666668;18497.77319587629;20736.666666666668;18880.6
