;Cases;S;U;Q;I;uC;Rt;M;date
0;6.971826961086525;690619.5282178748;14.117077792643148;63.4775011311501;-250.09364531541547;-334.66005120029524;3.975479420054496;0.0;2020-03-19
1;14.545200166411094;690612.3966132744;18.869868720855223;56.251714846089406;-242.9620407149368;-332.6288244482925;3.8451816088254915;0.39259708643372115;2020-03-20
2;21.26540582840625;690603.246530711;24.86411397901194;49.99263305546573;-233.81195815141132;-329.93411101429524;3.718230830640659;0.7409667087414894;2020-03-21
3;27.249161691182483;690591.6741440925;32.308499061709604;44.61205152170398;-222.23957153306725;-326.4092838076633;3.5945554468084544;1.051159413361539;2020-03-22
4;32.60296075143734;690577.2418565507;41.41488185864526;40.03646172157689;-207.80728399129524;-321.86158832295473;3.4740852830795106;1.3286957047105357;2020-03-23
5;37.424820551544016;690559.487196576;52.38955109860985;36.205278966262966;-190.05262401645325;-316.07227463287006;3.3567516000829585;1.5786567270173237;2020-03-24
6;41.805809542211534;690537.9344983263;65.42307566882396;33.06909253283912;-168.4999257667587;-308.7979035106333;3.2424870643819528;1.805763389636965;2020-03-25
7;45.83135175618439;690512.1091105752;80.67917421038469;30.587911160800846;-142.6745380157013;-299.7729751430712;3.131225720110729;2.0144440002016943;2020-03-26
8;49.582308031264546;690481.5536801858;98.28316323289177;28.729390459877017;-112.11910762632922;-288.71396935036256;3.0229029611818024;2.208890314282902;2020-03-27
9;53.13583152138466;690445.8458400128;118.31066695748765;27.467042574781722;-76.41126745334495;-275.324808506999;2.9174555040512407;2.393101884341815;2020-03-28
10;56.56599595519199;690404.6164865624;140.7773113038761;26.77844312745712;-35.18191400299628;-259.3036643895215;2.814821361031229;2.5709186281085863;2020-03-29
11;59.944197911161076;690357.5677190261;165.63013726301116;26.643462389312745;11.866853533254556;-240.35094403023044;2.7149398141388676;2.7460416821746017;2020-03-30
12;63.33933866156746;690304.4894366856;192.741431948796;27.042559654557362;64.94513587384594;-218.17819439107487;2.6177513894703144;2.922042828626068;2020-03-31
13;66.81779620660546;690245.2736466873;221.90553598990334;27.955187082826384;124.16092587211548;-192.51759340721972;2.5231978320898603;3.1023630453169853;2020-04-01
14;70.44320481793251;690179.9255997423;252.83904284683803;29.358353908459865;189.50897281699287;-163.13162875623755;2.4312220814235683;3.290301077598034;2020-04-02
15;74.27606541237083;690108.5710409097;285.18459534996447;31.22540185696759;260.8635316496317;-129.82253096967125;2.341768247147339;3.4889932404278214;2020-04-03
16;78.37321680441558;690031.4590750482;318.5182549087286;33.52503842674953;337.9754975112673;-92.44101262862637;2.254781585559498;3.7013860085623347;2020-04-04
17;82.78720284135551;689948.9603874972;352.3602012310742;36.22066632506419;420.4741850621996;-50.89388533529435;2.170208476428173;3.9302032093894894;2020-04-05
18;87.56557479892284;689861.5608363816;386.1882939107367;39.27003576182649;507.8737361778192;-5.15016829366685;2.087996400303936;4.177909859725775;2020-04-06
19;92.75017096189933;689769.8506874609;419.45385373482617;42.625231919318246;599.5838850987167;44.75462848267294;2.0080939162883764;4.446674819900848;2020-04-07
20;98.37641569951889;689674.5100125404;451.59887934399467;46.232993768388326;694.9245600192614;98.71627120735955;1.9304506402494566;4.738334458435435;2020-04-08
21;104.47267900272598;689576.2909509728;482.0738470093461;50.03534557740436;793.1436215866075;156.56174999713116;1.8550172234746782;5.054359451009315;2020-04-09
22;111.05973409970466;689475.9977058161;510.3552069237457;53.97050569452259;893.4368667434762;218.05142002550323;1.7817453317533523;5.3958266637216195;2020-04-10
23;118.1503452343975;689374.4652108657;535.9617439137182;57.97402530374289;994.9693616938313;282.88324724197264;1.7105876248790899;5.763397783887433;2020-04-11
24;125.74901133146685;689272.5374359494;558.4690541563062;61.980099436513015;1096.897136610082;350.69897168579604;1.6414977365644137;6.157306031852122;2020-04-12
25;133.85188312945172;689171.0462560285;577.5215334312416;65.92298574149076;1198.388316531147;421.091914228963;1.5744302547587599;6.577351865246186;2020-04-13
26;142.44686392080595;689070.7917294981;592.8414194740064;69.73846418660614;1298.6428430615606;493.6160954801419;1.5093407023635175;7.022908201261301;2020-04-14
27;151.5138935512358;688972.5244888478;604.2346507673028;73.3652700235911;1396.9100837118979;567.7962693697682;1.4461855183326362;7.4929351389292185;2020-04-15
28;161.02540915565544;688876.9307919603;611.5934457860882;76.74644044913595;1492.5037805993645;643.1384852084849;1.384922039154203;7.9860038432733615;2020-04-16
29;170.9469683395622;688784.6206143184;614.8957021624466;79.83051915628751;1584.8139582413191;719.1407685830228;1.3255084807044613;8.500328850489826;2020-04-17
30;181.23801374249183;688696.1189723617;614.2014608192745;82.57257623544237;1673.3156001980647;795.3035494008559;1.267903920466411;9.033807702252574;2020-04-18
31;191.8527527729436;688611.8605181231;609.6468164539668;84.93500804551866;1757.5740544365594;871.1394771641302;1.2120682801057419;9.58406655040755;2020-04-19
32;202.74112402323328;688532.1872724575;601.4357206281775;86.88809972885312;1837.2473001021567;946.1823557218928;1.157962308397243;10.14851025507894;2020-04-20
33;213.84981916761572;688457.3492588531;589.8301986978441;88.41034018213597;1912.0853137065749;1019.994955658979;1.1055475644944355;10.724375358979898;2020-04-21
34;225.12332938558254;688387.507692463;575.1395126698903;89.4884931581024;1981.926880096677;1092.1755448831018;1.0547864015355986;11.308784333087079;2020-04-22
35;236.50498587530382;688322.7403162607;557.7087939581018;90.1174380012309;2046.6942562989216;1162.3630384642852;1.0056419505794274;11.898799515953343;2020-04-23
36;247.93796678100517;688263.048438254;537.9076326981494;90.29980176215953;2106.3861343054987;1230.2407330641847;0.9580781048637113;12.491475311948047;2020-04-24
37;259.36624574372536;688208.3652142108;516.1190535868847;90.0454112192687;2161.0693583486577;1295.538647798779;0.912059504380548;13.083907363304142;2020-04-25
38;270.7354613475548;688158.5647335943;492.7292374533707;89.37059767693086;2210.8698389653186;1358.0345424874624;0.8675515207617395;13.6732776214557;2020-04-26
39;281.99369102252876;688113.4714986815;468.1182689951017;88.2973899150605;2255.9630738782025;1417.5537239455114;0.8245202424681428;14.256894465491449;2020-04-27
40;293.09211754694826;688072.8699339599;442.6521098425877;86.85263107297072;2296.564638599793;1473.9677801372864;0.7829324602768913;14.832227253055969;2020-04-28
41;303.98558067007133;688036.5136149211;416.6759196262353;85.06705444676103;2332.92095763857;1527.1924028955023;0.742755653060483;15.396934915990693;2020-04-29
42;314.63301077570054;688004.1339682017;390.5087734987488;82.97435044440604;2365.300604357936;1577.1844696390808;0.7039579738518914;15.948888441077482;2020-04-30
43;324.9977453464886;687975.4482536739;364.4397624733915;80.61025360611036;2393.9863188857053;1623.9385574597145;0.666508236189936;16.48618727527323;2020-05-01
44;335.0477323095565;687950.1666998024;338.72541216919626;78.01167382350235;2419.2678727572106;1667.4830544549554;0.6303759007393802;17.007169866970067;2020-05-02
45;344.75562719538794;687927.9987107749;313.5883118192003;75.21589253496323;2441.4358617846174;1707.876030235066;0.5955310621800854;17.510418702627952;2020-05-03
46;354.09879345501463;687908.6581173341;289.2168192177169;72.2598382811595;2460.776455225426;1745.201004271535;0.5619444363599189;17.99476032321736;2020-05-04
47;363.0592166042302;687891.8674802661;265.7656884554784;69.17945202140389;2477.5670922934055;1779.5627352122929;0.529587347706145;18.45926087352987;2020-05-05
48;371.6233439119756;687877.3614845487;243.35745764875824;66.00914872815954;2492.0730880109577;1811.0831377220645;0.49843171689004534;18.903217791763403;2020-05-06
