;Cases;S;U;Q;I;uC;Rt;M;date
0;5.0;7312368.489474619;29.110303157045845;4.920721624536115;54.54763290540398;15.516608123822017;4.704875792044992;0.0;2020-03-17
1;6.978819763253188;7312356.750569342;37.7286475743843;3.673026657909315;66.28653818360841;17.906044188061617;4.6888912489729835;0.12035361435217616;2020-03-18
2;8.533429127433592;7312341.604958635;48.83257651368275;3.065354044094153;81.43214889124582;21.000789206035325;4.669001519013707;0.21490636713914651;2020-03-19
3;9.914821820575698;7312322.109931008;63.10076534029642;2.9085718058197045;100.9271765187053;25.00301755201347;4.645226758584067;0.29892392474935253;2020-03-20
4;11.306611683894223;7312297.082919402;81.38037220629104;3.0976499782889193;125.95418812522632;30.169554256752157;4.617595612166303;0.38357384768812663;2020-03-21
5;12.857238086340962;7312265.048773614;104.72232949596743;3.5835403531505965;157.988333912803;36.825225977344026;4.586145148864284;0.47788435312676614;2020-03-22
6;14.701833248471484;7312224.178433856;134.42168392499585;4.356226103233537;198.85867367050787;45.37893039380703;4.55092078110585;0.5900743053910246;2020-03-23
7;16.977946211459454;7312172.21863307;172.06288606856705;5.43485704272756;250.81847445636225;56.34278513360817;4.511976165663471;0.7285095620306123;2020-03-24
8;19.83779050610146;7312106.412630539;219.56957999965584;6.862408147373352;316.6244769867615;70.35469833363086;4.469373087203014;0.9024478881663696;2020-03-25
9;23.458723231348277;7312023.412504116;279.2579819274688;8.703243543748346;399.6246034109987;88.20465470843328;4.423181324607483;1.1226763035593332;2020-03-26
10;28.053054751242808;7311919.184220159;353.8923567508771;11.042550482155306;503.8528873675799;110.86492538330461;4.373478500359196;1.4021077172836387;2020-03-27
11;33.87789334176991;7311788.907568694;446.7404048602274;13.986962432400759;634.1295388329266;139.5242781985286;4.320349913299805;1.7563796880847888;2020-03-28
12;41.24546422298828;7311626.87409178;561.6255732257847;17.66589858506172;796.1630157475372;175.6260797137024;4.263888355122849;2.204482037281422;2020-03-29
13;50.53415134373095;7311426.387323392;702.9724352401541;22.233262971639284;996.6497841354857;220.9099345799613;4.204193910988089;2.7694284201344064;2020-03-30
14;62.20035868068679;7311179.670959412;875.8403876700094;27.869203319686726;1243.366148114067;277.4561984436842;4.14137374468055;3.4789777408245404;2020-03-31
15;76.79115304453107;7310877.791882006;1085.9400931087123;34.78165073036179;1545.2452255189946;347.7323286353893;4.075541868770037;4.36640309939841;2020-04-01
16;94.95752118267399;7310510.606253956;1339.6263631790118;43.207359696178806;1912.4308535684663;434.63960951060153;4.006818900258698;5.471298100792211;2020-04-02
17;117.46794039886055;7310066.737889966;1643.8607953724882;53.4121588460967;2356.2992175599343;541.5583229424889;3.935331802235053;6.8404022322350775;2020-04-03
18;145.22182237189105;7309533.599002749;2006.1372483478815;65.69010706512286;2889.4381047771813;672.3889269922863;3.861213612082585;8.528418528507805;2020-04-04
19;179.26224870269743;7308897.463104403;2434.36412083904;80.36125888387956;3525.5740031226755;831.5863746970585;3.7846031568195464;10.598788159477241;2020-04-05
20;220.78727674082327;7308143.599997763;2936.697867305464;97.76773723270762;4279.437109763402;1024.184228484407;3.7056447561739567;13.124378060726094;2020-04-06
21;271.15896522857804;7307256.480769076;3521.3245489357846;118.26786051477355;5166.556338450061;1255.8049637709248;3.6244879140237876;16.188029881423777;2020-04-07
22;331.90915739591117;7306220.058684145;4196.188488589321;142.22812176309913;6202.978423381767;1532.6526556334359;3.5412869988570566;19.882911717406483;2020-04-08
23;404.74098806904817;7305018.12834973;4968.67053817931;170.0129122371953;7404.908757797313;1861.48431931176;3.456200913929837;24.312609774892564;2020-04-09
24;491.525060706827;7303634.761171324;5845.222379509925;201.97200045014733;8788.275936203217;2249.556495536318;3.3693927578220766;29.590895854362085;2020-04-10
25;594.2892731268141;7302054.80995867;6830.967676891764;238.42592807843394;10368.227148856733;2704.5442707597217;3.2810294761114998;35.84110854198307;2020-04-11
26;715.2013900157905;7300264.469740956;7929.285439132999;279.6496577811321;12158.567366569274;3234.4308796393525;3.191281504904723;43.195093253878824;2020-04-12
27;856.5436606891911;7298251.876037373;9141.395127992912;325.8549910678214;14171.161070152217;3847.3672904022937;3.100322406982002;51.79165846521526;2020-04-13
