regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Norte;AC;2020-03-19;3;3;0;0
Norte;AC;2020-03-20;4;7;0;0
Norte;AC;2020-03-21;2;9;0;0
Norte;AC;2020-03-22;2;11;0;0
Norte;AC;2020-03-23;0;11;0;0
Norte;AC;2020-03-24;6;17;0;0
Norte;AC;2020-03-25;6;23;0;0
Norte;AC;2020-03-26;1;24;0;0
Norte;AC;2020-03-27;1;25;0;0
Norte;AC;2020-03-28;0;25;0;0
Norte;AC;2020-03-29;9;34;0;0
Norte;AC;2020-03-30;8;42;0;0
Norte;AC;2020-03-31;0;42;0;0
Norte;AC;2020-04-01;1;43;0;0
Norte;AC;2020-04-02;0;43;0;0
Norte;AC;2020-04-03;3;46;0;0
Norte;AC;2020-04-04;0;46;0;0
Norte;AC;2020-04-05;2;48;0;0
Norte;AC;2020-04-06;2;50;0;0
Norte;AC;2020-04-07;0;50;1;1
Norte;AC;2020-04-08;4;54;1;2
Norte;AC;2020-04-09;8;62;0;2
Norte;AC;2020-04-10;8;70;0;2
Norte;AC;2020-04-11;2;72;0;2
Norte;AC;2020-04-12;5;77;0;2
Norte;AC;2020-04-13;13;90;1;3
Norte;AC;2020-04-14;9;99;0;3
Norte;AC;2020-04-15;2;101;0;3
Norte;AC;2020-04-16;9;110;2;5
Norte;AC;2020-04-17;25;135;0;5
Norte;AC;2020-04-18;7;142;0;5
Norte;AC;2020-04-19;21;163;1;6
Norte;AC;2020-04-20;13;176;2;8
Norte;AC;2020-04-21;19;195;0;8
Norte;AC;2020-04-22;19;214;0;8
Norte;AC;2020-04-23;13;227;2;10
Norte;AC;2020-04-24;7;234;1;11
Norte;AC;2020-04-25;24;258;0;11
Norte;AC;2020-04-26;21;279;0;11
Norte;AC;2020-04-27;0;279;3;14
Norte;AC;2020-04-28;32;311;2;16
Norte;AC;2020-04-29;43;354;1;17
Norte;AC;2020-04-30;50;404;2;19
Norte;AC;2020-05-01;82;486;0;19
Norte;AC;2020-05-02;67;553;2;21
Norte;AC;2020-05-03;104;657;3;24
Norte;AC;2020-05-04;76;733;4;28
