regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Centro-Oeste;MS;2020-03-16;2;2;0;0
Centro-Oeste;MS;2020-03-17;2;4;0;0
Centro-Oeste;MS;2020-03-18;3;7;0;0
Centro-Oeste;MS;2020-03-19;0;7;0;0
Centro-Oeste;MS;2020-03-20;2;9;0;0
Centro-Oeste;MS;2020-03-21;7;16;0;0
Centro-Oeste;MS;2020-03-22;5;21;0;0
Centro-Oeste;MS;2020-03-23;0;21;0;0
Centro-Oeste;MS;2020-03-24;2;23;0;0
Centro-Oeste;MS;2020-03-25;1;24;0;0
Centro-Oeste;MS;2020-03-26;1;25;0;0
Centro-Oeste;MS;2020-03-27;3;28;0;0
Centro-Oeste;MS;2020-03-28;3;31;0;0
Centro-Oeste;MS;2020-03-29;5;36;0;0
Centro-Oeste;MS;2020-03-30;8;44;0;0
Centro-Oeste;MS;2020-03-31;4;48;1;1
Centro-Oeste;MS;2020-04-01;3;51;0;1
Centro-Oeste;MS;2020-04-02;2;53;0;1
Centro-Oeste;MS;2020-04-03;7;60;0;1
Centro-Oeste;MS;2020-04-04;2;62;0;1
Centro-Oeste;MS;2020-04-05;3;65;0;1
Centro-Oeste;MS;2020-04-06;1;66;0;1
Centro-Oeste;MS;2020-04-07;14;80;1;2
Centro-Oeste;MS;2020-04-08;5;85;0;2
Centro-Oeste;MS;2020-04-09;4;89;0;2
Centro-Oeste;MS;2020-04-10;8;97;0;2
Centro-Oeste;MS;2020-04-11;3;100;0;2
Centro-Oeste;MS;2020-04-12;1;101;0;2
Centro-Oeste;MS;2020-04-13;12;113;2;4
Centro-Oeste;MS;2020-04-14;2;115;0;4
Centro-Oeste;MS;2020-04-15;6;121;0;4
Centro-Oeste;MS;2020-04-16;10;131;1;5
Centro-Oeste;MS;2020-04-17;12;143;0;5
Centro-Oeste;MS;2020-04-18;18;161;0;5
Centro-Oeste;MS;2020-04-19;7;168;0;5
Centro-Oeste;MS;2020-04-20;3;171;0;5
Centro-Oeste;MS;2020-04-21;2;173;1;6
Centro-Oeste;MS;2020-04-22;2;175;0;6
Centro-Oeste;MS;2020-04-23;11;186;1;7
Centro-Oeste;MS;2020-04-24;27;213;0;7
Centro-Oeste;MS;2020-04-25;4;217;0;7
Centro-Oeste;MS;2020-04-26;17;234;0;7
Centro-Oeste;MS;2020-04-27;4;238;2;9
Centro-Oeste;MS;2020-04-28;2;240;0;9
Centro-Oeste;MS;2020-04-29;9;249;0;9
Centro-Oeste;MS;2020-04-30;6;255;0;9
Centro-Oeste;MS;2020-05-01;6;261;0;9
Centro-Oeste;MS;2020-05-02;5;266;0;9
Centro-Oeste;MS;2020-05-03;6;272;1;10
Centro-Oeste;MS;2020-05-04;2;274;0;10
